Contents_ID,Use,Contents_name,Subcategory_name,시군,구명,도로명주소,지번주소,키워드,다국어,경도,위도,공간객체타입,라인색상,라인패턴,라인두께,전화번호,웹URL,동영상웹링크URL,음성파일웹링크URL,사진정보1,사진정보2,사진정보3,사진정보4,사진정보5,유형,개방시간,소재지용도,변기현황,장애인화장실,기타설비
restgu19_0180,Y,동심공원,정시,,영등포구,대림로 35길 7,영등포구 대림동,,KOR,126.8973206,37.49875134,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,업무시간,공원,,,손건조기1
restgu19_0179,Y,양평동 참병원,정시,,영등포구,,영등포구 양평동5가 128,,KOR,126.8936165,37.54158051,1,#0000ff,L,4,02-2670-3503,,,,,,,,,공중,업무시간,공원,,,
restgu19_0178,Y,오목교 화장실,정시,,영등포구,,영등포구 양평동 492,,KOR,126.8807309,37.52325241,1,#0000FF,L,4,02-2670-3503,,,,안양천제방,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0177,Y,도림천 화장실,정시,,영등포구,경인로71길 6,영등포구 문래동 63,,KOR,126.8910682,37.51177105,1,#0000FF,L,4,02-2670-3503,,,,도림천변,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0176,Y,양평교 화장실,정시,,영등포구,양평로30길 14,영등포구 양평동 502-1,,KOR,126.8885332,37.54104274,1,#0000ff,L,4,02-2670-3503,,,,보행육교,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0175,Y,성산대교 남단,정시,,영등포구,,영등포구 양화동 4-2,,KOR,126.8853921,37.5462239,1,#0000ff,L,4,02-2670-3503,,,,성산대교남단 안양천 자전거도로 옆,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0174,Y,갈대2축구장,정시,,영등포구,,영등포구 양화동 12-2,,KOR,126.8860871,37.54376875,1,#0000ff,L,4,02-2670-3503,,,,안양천제방,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0173,Y,억새2축구장,정시,,영등포구,문래로4길 6,영등포구 문래동 45-2,,KOR,126.8821517,37.52038478,1,#0000FF,L,4,02-2670-3503,,,,안양천제방,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0172,Y,양평1보행육교,정시,,영등포구,,영등포구 양평동 484,,KOR,126.8854239,37.52806664,1,#0000FF,L,4,02-2670-3503,,,,안양천제방,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0171,Y,영롱이인라인,정시,,영등포구,,영등포구 문래동 31,,KOR,126.8805565,37.51840741,1,#0000FF,L,4,02-2670-3503,,,,안양천제방,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0170,Y,당산공원화장실,정시,,영등포구,당산로27길 12,영등포구 당산동3가,,KOR,126.8951308,37.52521587,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0169,Y,영등포공원화장실,정시,,영등포구,신길로 275,영등포구 영등포동,,KOR,126.9122202,37.51576018,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0168,Y,대림공원화장실,정시,,영등포구,대림로 106,영등포구 대림동 870,,KOR,126.9032217,37.49114642,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0164,Y,다사랑공원화장실,정시,,영등포구,대림로23가길 5,영등포구 대림동 703-6,,KOR,126.8992084,37.49283263,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,,
restgu19_0163,Y,중앙공원화장실,정시,,영등포구,영등포로35길 13,영등포구 영등포동6가,,KOR,126.9041586,37.52134261,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,,손건조기2
restgu19_0162,Y,신우공원화장실,정시,,영등포구,가마산로47길 13,영등포구 대림동,,KOR,126.8990751,37.50357706,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0161,Y,원지공원화장실,정시,,영등포구,도림로47길 28,영등포구 대림동 690-2,,KOR,126.899637,37.49761798,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0160,Y,양화폭포화장실,정시,,영등포구,,영등포구 양화동 153-8,,KOR,126.8814488,37.54870829,1,#0000ff,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0159,Y,양남공원하장실,정시,,영등포구,선유로23길 18,영등포구 양평동 205,,KOR,126.8881976,37.5233229,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기1
restgu19_0158,Y,자매공원화장실,정시,,영등포구,,영등포구 여의도동 56,,KOR,126.9304617,37.51756564,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0157,Y,문래공원화장실,정시,,영등포구,당산로 28,영등포구 문래동 66,,KOR,126.8942624,37.51749588,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공중,종일개방,공원,,가능,손건조기2
restgu19_0156,Y,대림제3동 주민센터,정시,,영등포구,대림로 197,영등포구 대림동 740-4,,KOR,126.8980166,37.49831316,1,#0000FF,L,0,02-2670-1444,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기4
restgu19_0155,Y,신길3동 주민센터,정시,,영등포구,신길로41라길 13-8,영등포구 신길동 268-27,,KOR,126.9077302,37.50729695,1,#0000FF,L,0,02-2670-1456,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기2
restgu19_0154,Y,신길1동 주민센터,정시,,영등포구,영등포로84길 24-5,영등포구 신길동 465-1,,KOR,126.9214222,37.51116768,1,#0000FF,L,0,02-2670-1259,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기2
restgu19_0153,Y,국민건강보험공단영등포남부지사,정시,,영등포구,당산로 238,영등포구 당산동6가 298,,KOR,126.9028355,37.53453502,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기10
restgu19_0152,Y,남부교육지원청,정시,,영등포구,문래동 121,영등포구 문래동1가 121,,KOR,126.8924678,37.50981232,1,#0000ff,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기10
restgu19_0151,N,장훈고,정시,,영등포구,영등포로64길 26,영등포구 신길동 186-356,,KOR,126.9147308,37.51326592,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기8
restgu19_0150,N,한강미디어고,정시,,영등포구,선유로55길 22,영등포구 양평동4가,,KOR,126.8972415,37.5392875,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기4
restgu19_0149,N,영신고,정시,,영등포구,대방천로14길 18,영등포구 신길동 4651-2,,KOR,126.9097175,37.49810166,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기18
restgu19_0148,N,영등포여고,정시,,영등포구,영등포로62길 13,영등포구 신길동 184-3,,KOR,126.9153373,37.51538793,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기1
restgu19_0147,N,여의도여고,정시,,영등포구,국제금융로7가길 13,영등포구 여의도동,,KOR,126.9350718,37.52288474,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기24
restgu19_0146,N,여의도고,정시,,영등포구,국제금융로7길 37,영등포구 여의도동,,KOR,126.9342024,37.52504744,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기17
restgu19_0145,N,선유고,정시,,영등포구,선유로 227,영등포구 양평동4가,,KOR,126.8948322,37.53389799,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0144,N,대영고,정시,,영등포구,도림로86길 16,영등포구 신길동,,KOR,126.9058477,37.50365926,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기10
restgu19_0143,N,관악고,정시,,영등포구,영등포로6길 26,영등포구 양평동2가,,KOR,126.8836531,37.52128709,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0142,N,윤중중,정시,,영등포구,여의동로3길 3,영등포구 여의도동,,KOR,126.9241069,37.51892657,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기20
restgu19_0141,N,영원중,정시,,영등포구,영등포로62길 31,영등포구 영등포동,,KOR,126.9136289,37.51497225,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0140,N,영남중,정시,,영등포구,대림로31나길 17,영등포구 대림동,,KOR,126.8958177,37.49787176,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기20
restgu19_0139,N,여의도중,정시,,영등포구,국제금융로7길 46,영등포구 여의도동,,KOR,126.935738,37.52397637,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기9
restgu19_0138,N,양화중,정시,,영등포구,당산로 56,영등포구 문래동3가,,KOR,126.8959785,37.51965736,1,#0000ff,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기8
restgu19_0137,N,선유중,정시,,영등포구,선유로 213,영등포구 양평동3가,,KOR,126.8942823,37.53328316,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기6
restgu19_0136,N,문래중,정시,,영등포구,선유서로13길 6,영등포구 문래동6가,,KOR,126.8846387,37.52003476,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기12
restgu19_0135,N,대림중,정시,,영등포구,시흥대로185길 6,영등포구 대림동 960-4,,KOR,126.9080296,37.49179708,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기8
restgu19_0134,N,대영중,정시,,영등포구,도림로80가길 14,영등포구 신길동,,KOR,126.9047372,37.5032707,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,,손건조기12
restgu19_0133,N,당산서중,정시,,영등포구,당산로41길 12,영등포구 당산동5가,,KOR,126.8981915,37.53209556,1,#0000ff,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0132,N,당산중,정시,,영등포구,버드나루로 160,영등포구 당산동,,KOR,126.907596,37.5320282,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기16
restgu19_0131,N,윤중초,정시,,영등포구,여의나루로2길 14,영등포구 여의도동,,KOR,126.9228141,37.51980994,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0130,N,우신초,정시,,영등포구,신길로 190,영등포구 신길동,,KOR,126.9118446,37.50986481,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기20
restgu19_0129,N,영중초,정시,,영등포구,양산로 185,영등포구 영등포동7가,,KOR,126.9043307,37.52328251,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0128,N,영원초,정시,,영등포구,도영로22길 31,영등포구 영등포동 647-2,,KOR,126.9022229,37.5105374,1,#0000ff,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0127,N,영신초,정시,,영등포구,도신로60길 23,영등포구 신길동 136-3,,KOR,126.9176708,37.50967693,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기13
restgu19_0126,N,영문초,정시,,영등포구,문래로 56,영등포구 문래동6가 13,,KOR,126.8875753,37.5198032,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0125,N,영림초,정시,,영등포구,시흥대로173길 14,영등포구 대림동,,KOR,126.9022555,37.48721926,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기8
restgu19_0124,N,영등포초,정시,,영등포구,경인로 756,영등포구 문래동1가,,KOR,126.8991779,37.51272841,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기8
restgu19_0123,N,영동초,정시,,영등포구,국회대로53길 20,영등포구 당산동,,KOR,126.9076871,37.52700653,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0122,N,여의도초,정시,,영등포구,여의대방로 439,영등포구 여의도동,,KOR,126.9367528,37.5226122,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0121,N,신영초,정시,,영등포구,도신로4길 32,영등포구 대림동,,KOR,126.8958904,37.50065703,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기18
restgu19_0120,N,신대림초,정시,,영등포구,대림로8길 25,영등포구 대림동 968,,KOR,126.905797,37.49215735,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기15
restgu19_0119,N,선유초,정시,,영등포구,선유로43가길 14,영등포구 양평동3가,,KOR,126.8925862,37.53310222,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기20
restgu19_0118,N,문래초,정시,,영등포구,문래로 104,영등포구 문래동3가,,KOR,126.8932483,37.51835774,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기2
restgu19_0117,N,도신초,정시,,영등포구,도림로53길 32-9,영등포구 대림동 752-8,,KOR,126.9012767,37.4982006,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기16
restgu19_0116,N,도림초,정시,,영등포구,가마산로 65길 22,영등포구 신길동 288-1,,KOR,126.907106,37.50868021,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0115,N,대영초,정시,,영등포구,신길로23길 43,영등포구 신길동,,KOR,126.9060404,37.50234714,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기2
restgu19_0114,N,대방초,정시,,영등포구,여의대방로35길 14,영등포구 신길동 1444-12,,KOR,126.9190023,37.50289852,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기26
restgu19_0113,N,대동초,정시,,영등포구,대림로21길 6,영등포구 대림동,,KOR,126.9001006,37.4937044,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기10
restgu19_0112,N,대길초,정시,,영등포구,대방천로 206,영등포구 신길동,,KOR,126.9131541,37.49817673,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0111,N,당중초,정시,,영등포구,선유로 131,영등포구 양평동3가 39,,KOR,126.8893995,37.52628802,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기34
restgu19_0110,N,당서초,정시,,영등포구,당산로 187,영등포구 당산동5가,,KOR,126.8997964,37.53202458,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,손건조기2
restgu19_0109,N,당산초,정시,,영등포구,선유로55길 32,영등포구 양평동4가,,KOR,126.8960463,37.5397701,1,#0000FF,L,4,02-2670-3503,,,,,,,,,공공개방,업무시간,학교,,가능,
restgu19_0108,Y,양평2동 주민센터,정시,,영등포구,양평로20길 8-1,영등포구 양평동4가 172-1,,KOR,126.8959146,37.53775285,1,#0000FF,L,0,02-2670-1233,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기1
restgu19_0107,Y,강서세무서 청사,정시,,영등포구,선유로 243,영등포구 양평동4가,,KOR,126.8955057,37.53494299,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0106,Y,전산실 청사,정시,,영등포구,선유로 243,영등포구 양평동4가,,KOR,126.8955057,37.53494299,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0105,Y,신길4동 주민센터,정시,,영등포구,신길로42길 1,영등포구 신길동 209-102,,KOR,126.9112566,37.50845214,1,#0000FF,L,0,02-2670-1299,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0104,Y,당산1동 주민센터 청사,정시,,영등포구,양산로23길 11,영등포구 당산동3가 250,,KOR,126.8973517,37.52497703,1,#0000FF,L,0,02-2670-1452,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기2
restgu19_0103,Y, 문래청소년수련관 ,정시,,영등포구,문래로 110,영등포구 문래동3가 73,,KOR,126.8940132,37.51886686,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공용시설,,가능,손건조기10
restgu19_0102,Y,선유정보문화도서관,정시,,영등포구,선유로43가길 10-8,영등포구 양평동3가 88-1,,KOR,126.8929206,37.53332927,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공용시설,,가능,손건조기15
restgu19_0101,Y,문래정보문화도서관,정시,,영등포구,문래로20길 49,영등포구 문래동3가,,KOR,126.8908769,37.51685123,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공용시설,,가능,
restgu19_0100,Y,대림정보문화도서관,정시,,영등포구,도신로 27,영등포구 대림동 608-2,,KOR,126.8960612,37.50431571,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공용시설,,가능,손건조기8
restgu19_0099,Y, 견인차량보관소공영 ,정시,,영등포구,당산로 6,영등포구 문래동 60-2,,KOR,126.8937873,37.51532408,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0098,Y, 타임스퀘어공영 ,정시,,영등포구,영중로 15,영등포구 영등포동4가,,KOR,126.9036998,37.51723126,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,가능,손건조기4
restgu19_0097,Y, 영등포여고공영 ,정시,,영등포구,영등포로62길 13,영등포구 신길동 184-3,,KOR,126.9153373,37.51538793,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0096,Y, 도림초교공영 ,정시,,영등포구,가마산로65길 22,영등포구 신길동 288-1,,KOR,126.907106,37.50868021,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0095,Y, 신길환승(5호선)공영 ,정시,,영등포구,경인로114가길 지하9,영등포구 영등포동1가 76-1,,KOR,126.9142536,37.51763914,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0094,Y,대림3동공영,정시,,영등포구,도림로47나길 13,영등포구 대림동 745-1,,KOR,126.9004032,37.49800787,1,#0000ff,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0093,Y, 대림2동공영 ,정시,,영등포구,디지털로37나길 21,영등포구 대림동 1072-24,,KOR,126.8999247,37.49160647,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0092,Y, 대림1동공영 ,정시,,영등포구,대림로22길 2,영등포구 대림동 834-1,,KOR,126.9015983,37.49314268,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0091,Y,신길6동공영,정시,,영등포구,신길로28길 12-6,영등포구 신길동 3203-1,,KOR,126.9112889,37.5025322,1,#0000ff,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0090,Y, 신길4동공영 ,정시,,영등포구,가마산로 502,영등포구 신길동 236-10,,KOR,126.9120085,37.50539458,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0089,Y, 신길3동공영 ,정시,,영등포구,신길로 131,영등포구 신길동 252-11,,KOR,126.909905,37.50423067,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0088,Y, 영등포본동제2공영 ,정시,,영등포구,신길로60길 34,영등포구 신길동 186-355,,KOR,126.9140638,37.51332204,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0087,Y, 양평2동공영 ,정시,,영등포구,양평로19길 12-1,영등포구 양평동 96,,KOR,126.8941014,37.53642577,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0086,Y, 문래동공영 ,정시,,영등포구,선유로 27,영등포구 문래동 3,,KOR,126.887758,37.51630388,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0085,Y, 도림동공영 ,정시,,영등포구,도신로15길 36,영등포구 도림동 226-13,,KOR,126.896689,37.50829393,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0084,Y, 당산2동공영 ,정시,,영등포구,버드나루로19길 3,영등포구 당산동 121-105,,KOR,126.9077713,37.5282357,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0083,Y, 당산1동공영 ,정시,,영등포구,양산로 147,영등포구 당산동3가,,KOR,126.8999899,37.52378687,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0082,Y, 영등포동제2공영 ,정시,,영등포구,국회대로54길 21,영등포구 영등포동 29-122,,KOR,126.9085523,37.52377576,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0081,Y,영등포동제1공영,정시,,영등포구,국회대로54길 56,영등포구 영등포동2가 230,,KOR,126.9101676,37.5209547,1,#0000ff,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0080,Y, 영등포본동제1공영 ,정시,,영등포구,영신로10길 15,영등포구 영등포동 592-10,,KOR,126.9091442,37.51439647,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,교통시설,,,
restgu19_0079,Y, 영등포구민체육센터 ,정시,,영등포구,신풍로 1,영등포구 신길동 426-3,,KOR,126.9062863,37.50054288,1,#0000FF,L,0,02-2650-1500,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기10
restgu19_0078,Y, 공단본부 ,정시,,영등포구,여의대방로 211,영등포구 신길동 869,,KOR,126.9221739,37.50586505,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0077,Y,문래동우체국화장실,정시,,영등포구,도림로 429,영등포구 문래동2가 14-56,,KOR,126.8951278,37.51389622,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0076,Y,신길5동우체국화장실,정시,,영등포구,신길로 65,영등포구 신길동 446-3,,KOR,126.9079673,37.49844227,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0075,Y,당산동우체국화장실,정시,,영등포구,당산로 102,영등포구 당산동1가 309,,KOR,126.8964204,37.52368518,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0074,Y,대림동우체국화장실,정시,,영등포구,대림로 85,영등포구 대림동 990-45,,KOR,126.9045518,37.48966848,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,
restgu19_0073,Y,양평동우체국화장실,정시,,영등포구,양평로 92,영등포구 양평동4가 153-31,,KOR,126.8971007,37.53650881,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,0
restgu19_0072,Y,신길동우체국화장실,정시,,영등포구,여의대방로 161,영등포구 신길동 638,,KOR,126.9205477,37.50159224,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,0
restgu19_0071,Y,영등포우체국화장실,정시,,영등포구,경인로 841,영등포구 영등포동4가 425-2,,KOR,126.9059742,37.51653511,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,손건조기4
restgu19_0070,Y,여의도우체국화장실,정시,,영등포구,여의나루로 60,영등포구 여의도동 35-1,,KOR,126.9263317,37.52232533,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공공개방,업무시간,공공청사,,가능,0
restgu19_0069,Y,(주)세지,정시,,영등포구,선유로 37,영등포구 문래동6가 1-3,,KOR,126.8884715,37.51749296,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,손건조기1
restgu19_0068,Y,양평동충전소,정시,,영등포구,선유로 157,영등포구 양평동3가 59,,KOR,126.8911401,37.5280328,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0067,Y,기린에너지,정시,,영등포구,선유로52길 5,영등포구 양평동4가 158,,KOR,126.8992498,37.53603942,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,손건조기1
restgu19_0066,Y,대지주유소,정시,,영등포구,영등포로 115,영등포구 당산동2가 45,,KOR,126.8945382,37.52179499,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0065,Y,신풍주유소,정시,,영등포구,도신로 130,영등포구 신길동 298-34,,KOR,126.9062193,37.50861537,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0064,Y,선익개발㈜ 영등포주유소,정시,,영등포구,경인로114길 2,영등포구 영등포1가 92-2,,KOR,126.9133379,37.51842095,1,#0000ff,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0063,Y,신대림주유소,정시,,영등포구,디지털로 350,영등포구 대림동 1082-20,,KOR,126.8995097,37.48881327,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0062,Y,SK네트웍스㈜여의도2주유소,정시,,영등포구,의사당대로 154,영등포구 여의도동 48-1,,KOR,126.9274522,37.51767658,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0061,Y,SK블루에너지,정시,,영등포구,가마산로 367,영등포구 대림동 667-13,,KOR,126.8988495,37.5016016,1,#0000FF,L,,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0060,Y,에스제이오일㈜여의도주유소,정시,,영등포구,은행로 64,영등포구 여의도동 10-1,,KOR,126.9255602,37.5303746,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,손건조기1
restgu19_0059,Y,GS칼텍스㈜ 직영 한양점,정시,,영등포구,국회대로 665,영등포구 영등포동7가 94-160,,KOR,126.9081102,37.52548425,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0058,Y,하나주유소,정시,,영등포구,도림로 236,영등포구 신길동 433-75,,KOR,126.9053167,37.49907237,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0057,Y,SK네트웍스㈜ 양평주유소,정시,,영등포구,선유로 195,영등포구 양평동3가 80-2,,KOR,126.8933919,37.53108149,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,
restgu19_0056,Y,SK네트웍스㈜ 윈윈주유소,정시,,영등포구,가마산로 379,영등포구 대림동 667-9,,KOR,126.8994876,37.50234721,1,#0000FF,L,0,02-2670-3503,,,,,,,,,공중,업무시간,주유소및충전소,,,손건조기1
